Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	TorqueEst. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref	Energy_Speed	Energy_Torque
0.000000	0.000000	-0.028610	-0.004206	2.683937	0.000000	0.745538	-0.165675	-0.000009	-0.214133	-0.000000	-0.930976	100.730484	-0.930976	-0.248513	0.000000	0.000000	-0.000009	0.000000
0.000000	0.000000	-0.028610	-0.004206	2.683937	0.000000	0.745538	-0.165675	-0.000009	-0.214133	-0.000000	-0.620614	100.730484	-0.620651	-0.248513	0.000000	0.000000	-0.000018	0.000000
0.000000	0.000000	0.000000	0.000000	2.683937	0.000000	0.828376	-0.165675	0.000000	-0.214133	-0.000000	-0.930921	100.730484	-0.930976	-0.248513	0.000000	0.000000	-0.000009	0.000000
0.000000	0.000000	0.000000	0.000000	2.683937	0.000000	0.828376	-0.165675	-0.000008	-0.214133	-0.000000	-0.620651	100.730484	-0.930976	-0.248513	0.000000	0.000000	-0.000008	0.000000
0.000000	0.000000	-0.028610	-0.004206	2.683937	0.000000	0.828376	-0.165675	-0.000008	-0.214133	-0.000000	-0.620614	100.730484	-0.930976	-0.248513	0.000000	0.000000	-0.000016	0.000000
0.000000	0.000000	0.000000	0.000000	2.982152	0.000000	0.745538	-0.165675	-0.000008	-0.214133	-0.000000	-0.930976	100.730484	-0.930921	-0.248513	0.000000	0.000000	-0.000016	0.000000
0.000000	0.000000	-0.028610	-0.004206	2.982152	0.000000	0.828376	-0.165675	0.000000	-0.214133	-0.000000	-0.930976	100.730484	-0.930921	-0.248513	0.000000	0.000000	-0.000008	0.000000
0.000000	0.000000	0.000000	0.000000	2.683937	0.000000	0.745538	-0.165675	0.000000	-0.214133	-0.000000	-0.930976	100.730484	-0.930976	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.280368	0.000000	0.911213	-0.165675	0.000000	-0.214133	-0.000000	-0.620614	100.647644	-0.930976	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.280368	0.000000	0.911213	-0.165675	-0.000010	-0.214133	-0.000000	-0.930976	100.730484	-0.930976	-0.248513	0.000000	0.000000	-0.000010	0.000000
0.000000	0.000000	0.000000	0.000000	3.280368	0.000000	0.911213	-0.165675	-0.000010	-0.214133	-0.000000	-0.930976	100.730484	-0.930921	-0.248513	0.000000	0.000000	-0.000020	0.000000
0.000000	0.000000	0.000000	0.000000	2.982152	0.000000	0.828376	-0.165675	0.000000	-0.214133	-0.000000	-0.930921	100.730484	-0.930921	-0.248513	0.000000	0.000000	-0.000010	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.280368	0.000000	0.828376	-0.165675	-0.000009	-0.214133	-0.000000	-0.930921	100.647644	-0.930921	-0.248513	0.000000	0.000000	-0.000009	0.000000
0.000000	0.000000	0.000000	0.000000	2.982152	0.000000	0.828376	-0.165675	-0.000009	-0.214133	-0.000000	-0.930921	100.730484	-0.930976	-0.248513	0.000000	0.000000	-0.000018	0.000000
0.000000	0.000000	0.000000	0.000000	2.982152	0.000000	0.828376	-0.165675	0.000000	-0.214133	-0.000000	-0.930921	100.730484	-0.930976	-0.248513	0.000000	0.000000	-0.000009	0.000000
0.000000	0.000000	-0.028610	-0.004206	2.982152	0.000000	0.828376	-0.165675	0.000000	-0.214133	-0.000000	-0.930921	100.647644	-0.930921	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	2.982152	0.000000	0.911213	-0.165675	-0.000009	-0.214133	-0.000000	-0.930976	100.730484	-0.930976	-0.248513	0.000000	0.000000	-0.000009	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.280368	0.000000	0.828376	-0.165675	-0.000009	-0.214133	-0.000000	-0.930976	100.730484	-0.930976	-0.248513	0.000000	0.000000	-0.000018	0.000000
0.000000	0.000000	0.000000	0.000000	2.982152	0.000000	0.828376	-0.165675	-0.000009	-0.214133	-0.000000	-0.930976	100.730484	-0.930976	-0.248513	0.000000	0.000000	-0.000018	0.000000
0.000000	0.000000	0.000000	0.000000	2.982152	0.000000	0.911213	-0.165675	0.000000	-0.214133	-0.000000	-0.930921	100.647644	-0.930921	-0.248513	0.000000	0.000000	-0.000009	0.000000
0.000000	0.000000	-0.028610	-0.004206	2.982152	0.000000	0.911213	-0.165675	0.000000	-0.214133	-0.000000	-0.930921	100.647644	-0.930921	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	2.982152	0.000000	0.828376	-0.165675	0.000000	-0.214133	-0.000000	-0.930921	100.647644	-0.930921	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.280368	0.000000	0.828376	-0.165675	0.000000	-0.214133	-0.000000	-0.930921	100.647644	-0.930921	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	-0.028610	-0.004206	2.982152	0.000000	0.828376	-0.165675	0.000000	-0.214133	-0.000000	-0.930976	100.730484	-0.930921	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	2.982152	0.000000	0.828376	-0.165675	-0.000009	-0.214133	-0.000000	-0.930976	100.647644	-0.930976	-0.248513	0.000000	0.000000	-0.000009	0.000000
