Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	TorqueEst. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref
0.000000	0.000000	-0.028610	-0.004206	0.000000	54.507118	54.755630	-0.248513	-0.000591	-0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
1.000000	0.000000	-0.028610	-0.004206	0.000000	24.188570	0.000000	-0.248513	0.000000	0.000000	-0.057220	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
2.000000	0.000000	-0.028610	-0.004206	0.000000	8.449431	0.000000	-0.248513	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
3.000000	0.000000	0.000000	0.000000	0.000000	0.331350	0.000000	-0.248513	0.000000	0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248513	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
5.000000	0.000000	-0.028610	-0.004206	0.000000	0.000000	0.000000	-0.248513	0.000000	-0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
6.000000	0.000000	-0.028610	-0.004206	0.000000	0.000000	0.000000	-0.248513	0.000000	0.000000	-0.000000	-0.000037	0.165675	-0.000019	-0.082838	0.000000	0.000000
7.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248513	0.000000	0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
8.000000	0.000000	-0.028610	-0.004206	0.000000	0.000000	0.000000	-0.248513	0.000000	-0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
9.000000	0.000000	-0.028610	-0.004206	0.000000	0.000000	0.000000	-0.248513	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248513	0.000000	0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
11.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082838	-0.248513	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
12.000000	0.000000	-0.028610	-0.004206	-0.000000	0.000000	-0.082838	-0.165675	0.000000	-0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
13.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248513	0.000000	0.235825	0.057220	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
14.000000	0.000000	-0.028610	-0.004206	0.000000	0.000000	0.000000	-0.248513	0.000000	-0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
15.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248513	0.000000	0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
16.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.248513	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
17.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.165675	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	0.000000	0.000000	0.000000
18.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248513	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
19.000000	0.000000	-0.028610	-0.004206	0.000000	0.000000	0.000000	-0.248513	0.000000	-0.235825	-0.000000	-0.000019	0.082838	-0.000019	0.000000	0.000000	0.000000
20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248513	0.000001	0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
21.000000	0.000000	-0.028610	-0.004206	0.000000	0.000000	0.000000	-0.248513	0.000000	-0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
