Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	Torque Est. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref
0.000000	0.000000	2.775192	0.261556	16.454144	100.813316	5.053092	100.730484	0.004459	17.002863	2.803802	-0.596430	0.000000	-0.596430	-0.165675	0.000223	0.000000
1.000000	0.000000	3.347397	0.315485	8.382299	100.813316	3.893366	100.730484	0.006278	10.514642	3.204345	-0.596430	0.000000	-0.894646	-0.248513	0.000365	0.000000
2.000000	0.000000	3.261566	0.307395	12.727915	100.730484	2.070939	100.813316	0.002653	8.576550	3.376007	-0.894646	0.000000	-0.894646	-0.248513	0.000255	0.000000
3.000000	0.000000	2.946853	0.277734	15.210500	100.813316	2.070939	100.730484	0.001862	7.902374	3.261566	-0.596430	0.000000	-0.894646	-0.248513	0.000190	0.000000
4.000000	0.000000	3.032684	0.285824	15.522776	100.813316	3.396340	100.730484	0.002478	9.082088	2.946853	-0.894646	0.000000	-0.894646	-0.165675	0.000193	0.000000
5.000000	0.000000	3.347397	0.315485	10.865943	100.813316	3.562015	100.730484	0.006469	9.756265	3.290176	-0.894646	0.000000	-0.596430	-0.165675	0.000232	0.000000
6.000000	0.000000	2.861023	0.269645	12.108490	100.813316	1.325401	100.813316	0.002735	7.396774	3.633499	-0.596430	0.000000	-0.894646	-0.248513	0.000271	0.000000
7.000000	0.000000	2.861023	0.269645	10.244419	100.730484	1.491076	100.813316	0.001925	8.829263	2.946853	-0.596430	0.000000	-0.894646	-0.248513	0.000273	0.000000
8.000000	0.000000	2.775192	0.261556	12.418221	100.813316	3.479178	100.730484	0.002071	8.576455	2.861023	-0.596430	0.000000	-0.596430	-0.248513	0.000311	0.000000
9.000000	0.000000	3.318786	0.312788	8.382299	100.730484	2.236614	100.813316	0.003809	10.430372	3.347397	-0.894646	0.000000	-0.596430	-0.165675	0.000184	0.000000
10.000000	0.000000	3.118515	0.293913	17.698084	100.813316	3.064990	100.813316	0.004681	8.239464	3.290176	-0.894646	0.000000	-0.894646	-0.248513	0.000201	0.000000
