Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	Torque Est. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref
0.000000	0.000000	0.000000	0.000000	10.550433	100.730484	2.816477	100.730484	0.000000	0.000000	0.028610	-0.298215	0.000000	0.000000	0.000000	0.000000	-0.301205
1.000000	0.000000	0.000000	0.000000	10.551064	100.730484	2.816477	100.730484	0.000000	0.000000	0.028610	-0.298215	0.000000	-0.298215	-0.082838	0.000000	-0.301205
2.000000	0.000000	0.000000	0.000000	10.551064	100.730484	2.733640	100.730484	0.000000	0.000000	0.028610	0.000000	0.000000	0.000000	0.000000	0.000000	-0.301205
3.000000	0.000000	0.000000	0.000000	10.551064	100.730484	2.733640	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	-0.082838	0.000001	-0.301205
4.000000	0.000000	0.000000	0.000000	10.551064	100.730484	2.733640	100.730484	0.000000	0.000000	0.028610	0.000000	0.000000	-0.298215	-0.082838	0.000000	-0.301205
5.000000	0.000000	0.000000	0.000000	10.550433	100.730484	2.816477	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.298215	-0.082838	0.000000	-0.301205
6.000000	0.000000	0.000000	0.000000	10.550433	100.730484	2.816477	100.730484	0.000000	0.000000	-0.000000	-0.298215	0.000000	-0.298215	-0.082838	0.000000	-0.301205
7.000000	0.000000	0.000000	0.000000	10.551064	100.730484	2.816477	100.730484	0.000000	0.000000	0.028610	-0.298215	0.000000	-0.298215	-0.082838	0.000001	-0.301205
8.000000	0.000000	0.000000	0.000000	10.550433	100.730484	2.816477	100.730484	0.000000	0.000000	0.028610	-0.298215	0.000000	-0.298215	-0.082838	0.000000	-0.301205
9.000000	0.000000	0.000000	0.000000	10.551064	100.730484	2.816477	100.730484	-0.000158	0.000000	0.028610	0.000000	0.000000	-0.298215	0.000000	0.000000	-0.301205
10.000000	0.000000	-0.028610	-0.002696	10.240740	100.730484	2.816477	100.730484	0.000000	-0.000478	-0.000000	-0.298215	0.000000	-0.298215	-0.082838	0.000001	-0.301205
11.000000	0.000000	0.000000	0.000000	10.551064	100.730484	2.816477	100.730484	0.000034	0.000000	-0.000000	-0.298215	0.000000	-0.298215	-0.082838	0.000000	-0.301205
12.000000	2.122066	0.000000	0.000000	9.930414	100.730484	2.650802	100.730484	-0.000119	0.000000	-0.000000	-0.298215	0.000000	-0.298215	-0.082838	0.000001	-0.301205
13.000000	18.037559	2.260208	0.213020	4.346117	100.813316	3.893366	100.730484	0.006261	14.752731	2.002716	-0.596430	0.000000	-0.596430	-0.165675	0.000261	-0.301205
14.000000	57.295776	16.622541	1.566638	13.658407	100.896156	-2.816477	100.730484	0.008537	14.992493	19.054411	-0.298215	0.000000	-0.596430	-0.082838	0.000502	-0.301205
15.000000	105.042256	55.189129	5.201453	9.622393	100.978996	8.532269	100.813316	-0.026285	15.636317	55.189129	-0.298215	0.000000	-0.298215	-0.082838	0.001670	-0.301205
16.000000	138.995309	105.142586	9.909455	-0.931311	100.813316	3.064990	100.813316	0.135046	16.470230	104.742043	-0.298215	0.000000	-0.298215	-0.082838	0.003342	-0.301205
17.000000	179.314559	137.100204	12.921390	36.633751	101.144669	9.774833	100.730484	-0.056687	17.003724	139.017090	-0.298215	0.000000	-0.298215	-0.082838	0.004173	-0.301205
18.000000	230.244137	179.586395	16.925619	11.176398	100.813316	0.248513	100.730484	0.017482	17.712980	179.700836	0.000000	0.000000	0.000000	0.000000	0.005579	-0.301205
19.000000	275.868552	229.854568	21.663283	11.487542	100.813316	3.064990	100.730484	0.360009	18.552148	229.825958	-0.298215	0.000000	-0.298215	-0.082838	0.007206	-0.301205
