Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	Torque Est. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref
0.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10.000000	0.000000	0.000000	0.000000	-6.518005	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11.000000	0.000000	0.000000	0.000000	-6.207624	100.730484	-1.739589	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12.000000	2.122066	0.000000	0.000000	-6.207995	100.730484	-1.656751	100.730484	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.000000	18.037559	2.231598	0.210323	-0.620874	100.730484	-1.656751	100.730484	-0.000617	14.752254	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.000000	57.295776	18.968580	1.787747	-4.656833	100.813316	-2.733640	100.730484	0.009761	15.031658	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
15.000000	105.042256	56.991573	5.371329	5.277744	100.813316	0.828376	100.730484	0.063938	15.666406	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
16.000000	138.995309	104.455940	9.844740	7.140477	100.813316	3.147828	100.813316	0.027495	16.458767	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
17.000000	179.314559	138.902649	13.091266	24.215530	100.896156	-2.319452	100.730484	-0.035011	17.033814	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
18.000000	230.244137	178.956970	16.866297	20.799274	100.896156	2.816477	100.730484	0.202083	17.702473	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
19.000000	275.868552	230.569824	21.730694	2.173189	100.813316	1.739589	100.730484	0.321489	18.564088	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
20.000000	291.784045	275.745361	25.988388	11.486167	100.813316	3.064990	100.730484	0.439564	19.318240	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
21.000000	298.150242	292.940125	27.608956	-15.521847	100.978996	3.230665	100.813316	0.363553	19.605286	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
22.000000	300.272308	298.290222	28.113191	18.316875	100.813316	4.887416	100.730484	0.336781	19.694599	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
23.000000	305.577473	299.835175	28.258799	16.764599	100.813316	4.473228	100.730484	0.273410	19.720390	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.000000	308.760571	305.929169	28.833145	14.591410	100.813316	1.739589	100.730484	0.543654	19.822122	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.000000	326.798131	309.390991	29.159414	10.245032	100.813316	2.402289	100.813316	0.691065	19.879913	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
26.000000	338.469492	325.813263	30.707177	9.933982	100.978996	-1.408239	100.813316	0.515399	20.154063	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
27.000000	361.812216	338.544830	31.907099	21.108448	100.813316	0.662701	100.813316	0.317062	20.366602	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
28.000000	388.338038	359.659180	33.897079	31.975004	101.061829	8.532269	100.730484	-0.296994	20.719081	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
29.000000	414.863860	390.329346	36.787674	-0.931367	101.061829	-2.567965	100.730484	1.091870	21.231082	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
30.000000	438.206584	416.536316	39.257623	3.104369	100.978996	-2.070939	100.813316	0.993096	21.668577	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
31.000000	450.938979	436.449036	41.134353	16.454144	101.061829	4.390391	100.730484	-0.514033	22.000996	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
32.000000	459.427242	451.669678	42.568864	-2.173189	100.896156	1.159726	100.730484	1.111471	22.255086	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
33.000000	465.793439	412.216156	38.850457	-0.093605	10.106183	-0.082838	0.000000	-0.003745	21.596457	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
34.000000	471.098604	350.217804	33.007250	-0.017803	0.497025	-0.165675	-0.082838	0.000000	20.561468	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
35.000000	472.159637	298.204407	28.105103	-0.002472	0.165675	-0.165675	-0.082838	0.000000	19.693167	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
36.000000	468.976538	256.004303	24.127837	-0.000019	0.165675	-0.165675	-0.082838	-0.000000	18.988686	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
37.000000	453.061045	215.349182	20.296182	-0.000037	0.082838	-0.165675	-0.165675	-0.000000	18.309997	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
38.000000	423.352124	178.813919	16.852815	-0.000019	0.082838	-0.082838	-0.082838	-0.000001	17.700085	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
39.000000	392.582170	147.428497	13.894809	-0.000037	0.082838	-0.165675	0.000000	-0.000001	17.176143	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
40.000000	367.117380	117.530815	11.077018	-0.000037	0.082838	-0.165675	-0.082838	-0.000000	16.677037	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
41.000000	342.713624	90.579979	8.536962	-0.000019	0.082838	-0.082838	0.000000	-0.000000	16.227125	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
42.000000	307.699538	68.378441	6.444516	-0.000019	0.082838	-0.082838	-0.082838	-0.000000	15.856496	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
43.000000	266.319256	47.349926	4.462625	-0.000019	0.082838	-0.082838	0.000000	-0.000000	15.505450	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
44.000000	235.549302	29.296873	2.761165	-0.000019	0.000000	-0.082838	0.000000	-0.000000	15.204076	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
45.000000	221.755874	15.220641	1.434512	-0.000019	0.000000	-0.082838	0.000000	-0.000000	14.969090	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
46.000000	216.450710	2.861023	0.269645	0.000000	0.000000	-0.082838	0.000000	0.000000	14.762761	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
47.000000	206.901414	0.028610	0.002696	0.000000	0.000000	-0.082838	0.000000	0.000000	0.000478	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
48.000000	195.230052	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
49.000000	188.863855	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
50.000000	188.863855	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
51.000000	184.619723	0.000000	0.000000	0.000000	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
52.000000	166.582164	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
53.000000	138.995309	0.000000	0.000000	0.000000	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
54.000000	128.384980	0.000000	0.000000	-0.000019	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
55.000000	127.323947	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
56.000000	127.323947	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
57.000000	127.323947	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
58.000000	130.507046	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
59.000000	133.690144	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
60.000000	155.971835	0.000000	0.000000	-0.000019	0.082838	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
61.000000	162.338032	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
62.000000	168.704230	0.000000	0.000000	-0.000019	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
63.000000	171.887328	0.000000	0.000000	-0.000019	0.000000	-0.082838	0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
64.000000	181.436624	0.000000	0.000000	0.000000	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
65.000000	188.863855	0.000000	0.000000	0.000000	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
66.000000	192.046953	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
67.000000	195.230052	0.000000	0.000000	0.000000	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
68.000000	215.389677	0.000000	0.000000	-0.000019	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
69.000000	246.159631	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
70.000000	281.173716	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71.000000	316.187802	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
72.000000	345.896723	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
73.000000	364.995315	0.000000	0.000000	0.000000	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
74.000000	376.666676	0.000000	0.000000	-0.000019	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
75.000000	386.215972	0.000000	0.000000	-0.000019	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
76.000000	396.826301	0.000000	0.000000	0.000000	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
77.000000	408.497663	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
78.000000	416.985926	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
79.000000	419.107992	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
80.000000	413.802828	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
81.000000	408.497663	0.000000	0.000000	0.000000	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
82.000000	395.765268	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
83.000000	392.582170	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
84.000000	389.399071	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
85.000000	380.910808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
86.000000	374.544611	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
87.000000	367.117380	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
88.000000	362.873249	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
89.000000	338.469492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
90.000000	289.661979	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
91.000000	233.427236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
92.000000	180.375592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
93.000000	150.666671	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
94.000000	127.323947	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
95.000000	96.553993	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
96.000000	61.539908	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
97.000000	38.197184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
98.000000	23.342724	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
99.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
101.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
102.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
