Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	TorqueEst. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref
0.000000	55.922330	0.000000	0.000000	-0.298215	0.000000	-0.082838	0.000000	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	-1.218042
1.000000	55.922330	0.000000	0.000000	-0.298215	0.000000	-0.082838	0.000000	0.000001	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	-1.218042
2.000000	55.922330	0.000000	0.000000	-0.596430	0.000000	-0.082838	0.000000	0.000001	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	-1.218042
3.000000	55.922330	0.000000	0.000000	-0.298215	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
4.000000	55.922330	-0.028610	-0.004206	-0.298215	0.000000	-0.082838	0.000000	0.000001	-0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	-1.218042
5.000000	55.922330	-0.028610	-0.004206	-0.596430	0.000000	-0.082838	-0.082838	0.000001	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	-1.218042
6.000000	55.922330	-0.028610	-0.004206	-0.298215	0.000000	-0.082838	-0.082838	0.000001	0.000000	-0.000000	-0.000019	0.082838	0.000000	-0.082838	0.000000	-1.218042
7.000000	2.330097	-0.028610	-0.004206	-0.596430	0.000000	-0.082838	0.000000	0.000000	0.000000	-0.000000	-0.000019	0.165675	-0.000019	-0.082838	0.000000	0.000000
8.000000	0.000000	0.000000	0.000000	-0.298215	0.000000	-0.082838	-0.082838	0.000000	0.235825	-0.000000	0.000000	0.082838	-0.000019	-0.082838	0.000000	-1.218042
9.000000	0.000000	-0.028610	-0.004206	-0.298215	0.000000	-0.082838	0.000000	0.000000	-0.235825	-0.000000	0.000000	0.082838	0.000000	-0.082838	0.000000	-1.218042
10.000000	0.000000	-0.028610	-0.004206	-0.596430	0.000000	-0.082838	-0.082838	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	-1.218042
