Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	Torque Est. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref
0.000000	0.000000	0.000000	0.000000	-0.310827	100.813316	-0.082838	100.813316	0.000000	0.000000	0.028610	-0.894646	0.000000	-0.894646	-0.248513	0.000003	0.000000
1.000000	0.000000	0.000000	0.000000	-0.310827	100.813316	-0.082838	100.813316	0.000000	0.000000	0.028610	-0.894646	0.000000	-0.894646	-0.248513	0.000000	0.000000
2.000000	0.000000	0.000000	0.000000	-0.310827	100.730484	-0.082838	100.813316	0.000000	0.000000	-0.000000	-0.596430	0.000000	-0.596430	-0.165675	0.000002	0.000000
3.000000	0.000000	0.000000	0.000000	-0.310846	100.813316	-0.082838	100.813316	0.000000	0.000000	0.028610	-0.894646	0.000000	-0.596430	-0.165675	0.000000	0.000000
4.000000	0.000000	0.000000	0.000000	-0.310827	100.730484	-0.082838	100.813316	0.000000	0.000000	-0.000000	-0.894646	0.000000	-0.894646	-0.165675	0.000000	0.000000
5.000000	0.000000	0.000000	0.000000	-0.310846	100.813316	-0.082838	100.813316	0.000000	0.000000	-0.000000	-0.894646	0.000000	-0.894646	-0.248513	0.000003	0.000000
6.000000	0.000000	0.000000	0.000000	-0.310846	100.730484	-0.082838	100.813316	0.000000	0.000000	0.028610	-0.596430	0.000000	-0.894646	-0.248513	0.000003	0.000000
7.000000	0.000000	0.000000	0.000000	-0.310827	100.813316	-0.082838	100.813316	0.000000	0.000000	0.028610	-0.596430	0.000000	-0.894646	-0.248513	0.000000	0.000000
8.000000	0.000000	0.000000	0.000000	-0.310846	100.813316	-0.082838	100.813316	0.000000	0.000000	0.028610	-0.894646	0.000000	-0.894646	-0.248513	0.000003	0.000000
9.000000	0.000000	0.000000	0.000000	-0.310827	100.813316	-0.082838	100.813316	0.000000	0.000000	0.028610	-0.894646	0.000000	-0.894646	-0.248513	0.000003	0.000000
10.000000	0.000000	0.000000	0.000000	-0.310827	100.813316	-0.082838	100.813316	0.000000	0.000000	0.028610	-0.894646	0.000000	-0.894646	-0.248513	0.000000	0.000000
11.000000	0.000000	0.000000	0.000000	-0.310827	100.730484	-0.082838	100.813316	0.000000	0.000000	0.028610	-0.894646	0.000000	-0.596430	-0.165675	0.000002	0.000000
12.000000	2.122066	0.000000	0.000000	-0.310827	100.813316	-0.082838	100.730484	0.000447	0.000000	0.028610	-0.894646	0.000000	-0.596430	-0.165675	0.000091	0.000000
13.000000	18.037559	1.945495	0.183359	7.453163	100.730484	1.988102	100.730484	0.040700	2.451023	2.517700	-0.596430	0.000000	1.491076	0.414188	-0.002162	1.204819
14.000000	57.295776	17.852781	1.682585	7.450933	100.813316	1.988102	100.813316	0.148891	9.375432	19.426344	2.385722	0.082838	2.385722	2.402289	-0.030341	4.668674
15.000000	105.042256	55.932995	5.271561	27.318451	100.896156	12.094285	100.813316	0.297250	20.384688	56.219097	8.350027	1.822426	15.805408	4.390391	-0.172425	10.240964
16.000000	138.995309	104.942314	9.890580	22.041023	101.061829	19.218315	100.730484	0.839169	25.846351	105.028145	19.085775	5.467279	23.559004	6.544168	-0.376915	12.951808
17.000000	179.314559	138.559326	13.058909	26.387140	101.144669	13.171173	100.813316	0.718758	18.258643	138.444885	21.769712	6.709843	21.769712	5.053092	-0.312839	9.186747
18.000000	230.244137	178.871140	16.858208	29.805513	101.144669	14.496574	100.730484	1.798820	21.647380	179.157242	18.787560	4.970254	18.787560	5.964305	-0.494652	10.843374
19.000000	275.868552	230.627045	21.736087	26.388720	101.061829	20.212366	100.813316	2.607425	27.436408	230.798706	20.576851	5.715792	25.944725	7.206868	-0.774399	13.855421
20.000000	291.784045	275.802582	25.993781	23.594620	101.393181	18.058590	100.730484	2.460097	24.297443	278.549164	26.541157	7.289706	23.559004	6.544168	-0.688530	12.198795
21.000000	298.150242	290.021881	27.333918	34.150108	101.310341	6.129980	100.730484	0.331618	8.991879	294.055908	23.260788	6.544168	8.946457	2.485127	-0.243662	4.518072
22.000000	300.272308	298.089966	28.094317	26.390299	100.896156	4.059041	100.730484	0.507180	5.967583	298.633545	6.560735	1.491076	4.771444	1.325401	-0.150403	3.012048
23.000000	305.577473	299.634918	28.239926	22.663254	100.896156	7.289706	100.730484	0.871320	2.738201	300.807922	5.069659	0.414188	2.385722	0.662701	-0.048176	1.355422
24.000000	308.760571	305.385559	28.781911	12.728677	100.813316	5.218767	100.730484	0.630370	4.842343	306.444153	1.789291	0.165675	3.578583	0.994051	-0.116255	2.409638
25.000000	326.798131	309.104889	29.132449	18.006420	100.813316	8.283756	100.813316	2.376015	3.847520	309.076294	3.578583	0.248513	2.982152	0.828376	-0.104322	1.807229
26.000000	338.469492	325.698822	30.696391	25.455830	100.978996	9.443482	100.813316	1.242882	10.288161	327.787384	7.157166	0.414188	9.244673	2.567965	-0.316208	5.120482
27.000000	361.812216	338.373169	31.890920	27.940996	100.978996	6.792680	100.813316	2.736948	8.390246	339.975342	9.244673	1.988102	8.051811	1.988102	-0.280178	4.216867
28.000000	388.338038	361.375793	34.058866	31.354130	101.061829	9.774833	100.813316	2.745947	13.598433	361.947998	9.244673	1.325401	12.823256	3.562015	-0.508456	6.777109
29.000000	414.863860	387.239441	36.496457	41.601040	101.061829	15.324950	100.730484	2.413370	15.121787	389.184937	13.717901	3.562015	13.717901	3.976203	-0.633220	7.530121
30.000000	438.206584	413.703888	38.990673	32.910255	101.144669	11.845772	100.730484	2.897707	15.534376	414.075836	14.314331	3.976203	14.910762	4.141878	-0.683147	7.831326
31.000000	450.938979	437.736481	41.255691	40.980129	101.144669	12.425635	100.730484	1.661606	14.439305	438.537567	14.016116	4.059041	13.121470	3.644853	-0.628413	7.228915
32.000000	459.427242	450.668304	42.474487	34.771019	101.061829	7.124031	100.730484	2.065563	8.997351	450.954407	11.630394	3.644853	8.051811	2.236614	-0.375377	4.518072
33.000000	465.793439	459.623322	43.318478	27.320086	100.978996	7.124031	100.730484	1.629225	7.069631	459.966644	7.455381	1.656751	5.964305	1.656751	-0.293344	3.463855
34.000000	471.098604	465.488403	43.871248	23.596031	100.896156	8.283756	100.730484	0.939933	5.566900	466.489777	5.964305	0.745538	4.771444	1.159726	-0.207142	2.710844
35.000000	472.159637	471.096008	44.399753	18.007498	100.896156	4.473228	100.730484	1.182031	5.467653	471.725433	4.473228	0.497025	4.473228	1.242563	-0.221388	2.710844
36.000000	468.976538	472.011536	44.486039	18.007498	100.813316	3.064990	100.813316	0.637596	3.145842	472.040131	4.175014	0.414188	2.683937	0.579863	-0.102095	1.506024
37.000000	453.061045	469.150513	44.216394	13.969662	100.813316	-5.715792	100.730484	-0.202205	1.258737	468.263611	1.789291	0.165675	0.000000	0.000000	0.000000	0.602410
38.000000	423.352124	453.357666	42.727953	-1.241748	100.813316	0.331350	100.730484	-1.806768	-5.232109	453.071564	-1.789291	0.248513	-6.560735	-1.822426	0.297125	-2.560241
39.000000	392.582170	424.518555	40.009931	-9.933982	100.896156	-9.112132	100.730484	-1.949911	-11.837857	423.889130	-5.964305	0.994051	-10.735748	-2.982152	0.526458	-5.873494
40.000000	367.117380	393.648132	37.100462	-2.483644	100.896156	-5.135929	100.730484	-1.922198	-12.981711	393.648132	-12.525040	3.396340	-13.121470	-3.644853	0.547254	-6.475904
41.000000	342.713624	367.641418	34.649387	-14.280099	100.813316	-3.810528	100.730484	-1.889586	-10.677258	367.498383	-13.717901	3.810528	-12.226825	-3.396340	0.414241	-5.271084
42.000000	307.699538	342.664703	32.295387	-17.075054	100.813316	-4.556066	100.730484	-1.040539	-10.262547	341.949432	-11.332179	3.230665	-11.332179	-3.147828	0.365865	-5.120482
43.000000	266.319256	308.446869	29.070433	-2.793932	100.896156	-5.135929	100.730484	-1.729725	-14.965145	308.561310	-13.121470	3.147828	-13.121470	-3.644853	0.481798	-7.530121
44.000000	235.549302	267.105072	25.174060	-12.107040	100.896156	-11.017396	100.730484	-1.609617	-18.626185	266.818970	-15.805408	4.473228	-18.489346	-5.135929	0.486199	-9.337349
45.000000	221.755874	236.692413	22.307734	-10.245032	100.896156	-7.124031	100.730484	-0.953465	-13.290072	234.575256	-18.489346	5.301604	-14.314331	-3.976203	0.310014	-6.626506
