Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	Torque Est. 	I           	I_q         	I_d         	Power   	Torque SetPoints
0.000000	0.000000	-0.028610	-0.002696	0.000000	0.000000	0.000000	-0.165675	0.000000	58.802775
1.000000	0.000000	-0.028610	-0.002696	0.000000	0.000000	0.000000	-0.165675	0.000000	58.802775
2.000000	0.000000	-0.028610	-0.002696	0.000000	0.000000	0.000000	-0.165675	0.000000	58.802775
3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248513	0.000000	58.860000
4.000000	0.000000	-0.028610	-0.002696	0.000000	0.000000	0.000000	-0.165675	0.000000	58.802775
5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.165675	0.000000	58.860000
6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.165675	-0.000001	58.860000
7.000000	0.000000	-0.028610	-0.002696	0.000000	0.000000	0.000000	-0.165675	0.000000	58.802775
8.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.165675	0.000000	58.860000
9.000000	0.000000	-0.028610	-0.002696	0.000000	0.000000	0.000000	-0.165675	0.000000	58.802775
10.000000	0.000000	-0.028610	-0.002696	0.000000	0.000000	0.000000	-0.165675	0.000000	58.802775
11.000000	0.000000	-0.028610	-0.002696	0.000000	0.000000	0.000000	-0.165675	-0.000001	58.802775
12.000000	0.742723	-0.028610	-0.002696	0.000000	0.000000	0.000000	-0.165675	0.000000	58.802775
13.000000	6.047887	0.629425	0.059322	1.789291	0.000000	0.662701	-0.165675	0.000100	60.118940
14.000000	19.098592	6.895065	0.649845	-3.280368	2.650802	0.165675	-0.165675	0.003660	72.651113
15.000000	35.014085	19.884108	1.874033	3.578583	4.307553	-2.070939	-0.165675	0.029386	98.631052
16.000000	46.367137	36.563869	3.446064	-28.032232	6.047143	7.703894	-0.331350	-0.047667	131.992955
17.000000	59.736152	46.291348	4.362857	15.208978	4.638904	-3.810528	-0.165675	0.101757	151.449299
18.000000	76.712678	61.454769	5.791976	-0.298215	3.976203	-0.082838	-0.082838	-0.001617	181.778305
19.000000	91.991552	40.655132	3.831656	-0.298215	0.165675	-0.165675	-0.082838	-0.002089	140.176064
20.000000	97.296716	23.117064	2.178732	-0.298215	0.000000	-0.165675	-0.165675	0.000000	105.097425
21.000000	99.418782	9.241103	0.870953	0.000000	0.000000	-0.082838	0.000000	-0.000397	77.343525
22.000000	100.055402	0.028610	0.002696	-0.298215	0.000000	-0.082838	-0.165675	-0.000002	58.917225
23.000000	101.859158	0.000000	0.000000	-0.894646	0.000000	-0.082838	-0.248513	0.000000	58.860000
24.000000	102.920190	-0.028610	-0.002696	-0.596430	0.000000	-0.165675	-0.165675	0.000002	58.802775
25.000000	108.968078	0.000000	0.000000	-0.596430	0.000000	-0.165675	-0.165675	0.000000	58.860000
26.000000	112.787796	-0.028610	-0.002696	-0.596430	0.000000	-0.165675	-0.165675	0.000002	58.802775
27.000000	120.639440	0.000000	0.000000	-0.596430	0.000000	-0.165675	-0.248513	0.000000	58.860000
