Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	Torque Est. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref
0.000000	0.000000	3.004074	0.283127	6.829204	100.813316	3.147828	100.730484	0.002844	14.765149	2.918243	-0.298215	0.000000	-0.298215	0.000000	0.000000	0.000000
1.000000	0.000000	2.861023	0.269645	9.311993	100.813316	3.064990	100.813316	0.001815	14.762761	2.918243	-0.298215	0.000000	-0.298215	-0.082838	0.000077	0.000000
2.000000	0.000000	2.775192	0.261556	9.933982	100.730484	4.224716	100.730484	0.005360	14.761329	2.746582	-0.298215	0.000000	-0.298215	-0.082838	0.000118	0.000000
3.000000	0.000000	3.404617	0.320878	8.382299	100.730484	2.236614	100.730484	0.003646	14.771836	3.461838	-0.298215	0.000000	-0.298215	-0.082838	0.000088	0.000000
4.000000	0.000000	3.175735	0.299306	19.558699	100.813316	2.567965	100.730484	0.002351	14.768015	3.519058	-0.298215	0.000000	-0.298215	-0.082838	0.000067	0.000000
5.000000	0.000000	3.032684	0.285824	14.281809	100.813316	3.810528	100.730484	0.004325	14.765627	2.775192	-0.298215	0.000000	-0.298215	-0.082838	0.000122	0.000000
6.000000	0.000000	3.147125	0.296610	12.728677	100.813316	3.396340	100.730484	0.004984	14.767537	2.975464	-0.298215	0.000000	-0.298215	-0.082838	0.000131	0.000000
7.000000	0.000000	3.204345	0.302002	10.554856	100.730484	2.899315	100.730484	0.004174	14.768493	3.204345	-0.298215	0.000000	-0.596430	-0.165675	0.000205	0.000000
8.000000	0.000000	2.918243	0.275038	16.763594	100.813316	4.473228	100.730484	0.004688	14.763717	3.004074	-0.298215	0.000000	-0.298215	-0.082838	0.000098	0.000000
9.000000	0.000000	3.147125	0.296610	8.691714	100.813316	4.307553	100.730484	0.004014	14.767537	2.946853	-0.298215	0.000000	-0.298215	-0.082838	0.000096	0.000000
10.000000	0.000000	3.490448	0.328967	6.207624	100.730484	1.905264	100.730484	0.001775	14.773269	3.376007	-0.298215	0.000000	-0.298215	-0.082838	0.000074	0.000000
11.000000	0.000000	3.004074	0.283127	9.002132	100.730484	2.402289	100.730484	0.002285	14.765149	3.232956	0.000000	0.000000	0.000000	-0.082838	0.000077	0.000000
12.000000	2.122066	2.889633	0.272341	13.969662	100.813316	4.638904	100.730484	0.008490	14.763239	3.089905	-0.298215	0.000000	-0.298215	-0.082838	0.000180	0.000000
13.000000	18.037559	5.722045	0.539290	7.450933	100.978996	12.094285	100.647644	0.152237	14.810523	5.693435	-0.298215	0.000000	-0.298215	-0.082838	0.001023	0.000000
14.000000	57.295776	20.771025	1.957623	6.829613	100.813316	13.005498	100.730484	0.323489	15.061747	21.257399	-0.298215	0.000000	-0.298215	-0.082838	0.001985	7.530121
15.000000	105.042256	59.337612	5.592438	19.248241	100.896156	7.703894	100.730484	0.393078	15.705571	60.052868	-0.298215	0.000000	0.000000	-0.082838	0.002799	7.530121
16.000000	138.995309	108.690254	10.243815	6.829613	100.813316	15.739138	100.813316	0.867370	16.529454	108.575813	-0.298215	0.000000	-0.298215	-0.082838	0.004669	7.530121
17.000000	179.314559	141.162857	13.304286	18.936653	100.896156	13.171173	100.730484	1.029073	17.071545	141.620621	-0.298215	0.000000	-0.298215	-0.082838	0.005821	7.530121
18.000000	230.244137	181.617722	17.117067	9.313108	100.978996	10.768884	100.813316	1.311595	17.746891	181.846603	-0.596430	0.000000	-0.298215	-0.082838	0.006783	7.530121
19.000000	275.868552	233.774170	22.032696	8.071361	100.813316	15.821976	100.730484	1.857266	18.617581	233.802780	-0.298215	0.000000	-0.298215	-0.082838	0.008652	7.530121
20.000000	291.784045	278.205841	26.220283	12.418221	100.896156	8.449431	100.730484	1.494775	19.359314	278.491943	-0.298215	0.000000	-0.298215	-0.082838	0.009424	7.530121
21.000000	298.150242	294.799774	27.784224	16.764599	100.896156	7.206868	100.813316	0.208131	19.636330	295.572266	-0.298215	0.082838	-0.298215	-0.082838	0.009467	7.530121
22.000000	300.272308	301.408752	28.407106	7.761388	100.813316	4.638904	100.813316	0.635056	19.746659	301.151245	-0.298215	0.082838	0.000000	-0.082838	0.009536	7.530121
23.000000	305.577473	303.125366	28.568893	11.175730	100.813316	2.982152	100.813316	1.013294	19.775316	303.211182	0.000000	0.082838	-0.298215	-0.082838	0.009657	7.530121
24.000000	308.760571	308.361023	29.062342	18.315779	100.813316	4.887416	100.730484	0.619870	19.862719	308.561310	-0.298215	0.082838	-0.298215	-0.082838	0.019506	7.530121
25.000000	326.798131	311.622589	29.369737	20.490065	100.813316	5.964305	100.730484	2.055962	19.917167	312.080353	-0.298215	0.082838	-0.298215	-0.082838	0.010561	7.530121
