Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	TorqueEst. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref
0.000000	0.000000	-0.028610	-0.004206	0.000000	0.000000	0.000000	-0.248513	0.000000	-0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248513	0.000000	0.235825	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248513	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
3.000000	93.203883	0.085831	0.012619	3.876798	0.248513	83.914452	0.165675	0.685354	0.707475	-0.000000	-0.000019	0.082838	0.000000	0.000000	0.000000	0.000000
4.000000	195.728155	103.483192	15.214775	-16.998268	40.673244	88.967545	-1.491076	-1.380196	1001.995635	101.909630	-0.000019	0.082838	0.000000	0.000000	0.000000	0.000000
5.000000	200.388350	200.242981	29.441031	67.396645	29.904362	-24.851271	0.165675	0.313865	950.665361	192.089066	-0.000019	0.082838	-0.000019	-0.165675	0.000001	0.000000
6.000000	200.388350	197.525009	29.041417	41.750134	11.597260	4.721741	-0.331350	-0.696705	130.578113	197.038635	0.000000	0.165675	-0.000019	-0.082838	0.000000	0.000000
7.000000	200.388350	201.845154	29.676593	-15.507193	5.135929	3.562015	-0.082838	0.431003	188.789518	200.614914	-0.043430	21.289255	0.000000	0.000000	0.003603	0.000000
8.000000	200.388350	199.985489	29.403173	4.473228	2.402289	1.905264	-0.248513	0.056152	137.765383	200.586304	-0.256192	98.079681	-0.263105	-0.082838	0.011243	0.000000
9.000000	200.388350	200.300201	29.449444	10.735748	1.905264	2.402289	-0.248513	0.193883	155.702563	200.157150	-0.299677	100.647644	-1.201979	-0.331350	0.012637	0.000000
10.000000	200.388350	200.300201	29.449444	8.648242	1.905264	2.402289	-0.248513	0.131490	153.108490	200.157150	-0.308263	100.730484	-0.308467	-0.248513	0.019483	0.000000
11.000000	200.388350	200.614914	29.495715	4.771444	1.408239	1.822426	-0.165675	0.206244	155.717079	200.815186	-1.240112	100.730484	-0.620131	-0.248513	0.019443	0.000000
12.000000	200.388350	200.185760	29.432618	8.946457	1.491076	3.230665	-0.165675	0.243813	149.565845	200.157150	-1.241450	100.730484	-0.620725	-0.165675	0.012990	0.000000
13.000000	200.388350	200.214371	29.436824	10.735748	1.739589	2.485127	-0.248513	0.188191	153.340360	200.099930	-0.310418	100.730484	-1.241673	-0.331350	0.026115	0.000000
14.000000	200.388350	200.529083	29.483095	5.367874	1.573914	1.491076	-0.165675	0.137457	155.713118	200.815186	-0.310456	100.730484	-0.310456	-0.248513	0.019522	0.000000
15.000000	200.388350	200.386032	29.462063	5.666090	1.739589	3.976203	-0.248513	0.296775	151.933322	200.586304	5.278060	100.730484	5.277744	1.408239	-0.351505	18.879650
16.000000	200.388350	200.529083	29.483095	26.541157	6.129980	7.372543	-0.165675	0.326524	154.298169	199.956879	17.075054	100.896156	18.627331	4.970254	-0.394598	19.793183
17.000000	200.388350	200.357422	29.457857	21.173283	5.964305	5.881467	-0.165675	0.419636	151.696178	200.557693	17.695965	100.896156	17.695965	5.053092	-0.397341	19.793183
18.000000	200.388350	200.328812	29.453650	19.085775	5.881467	6.295655	-0.248513	0.482681	152.873984	200.471863	18.937786	100.896156	18.006420	4.804579	-0.397147	19.793183
19.000000	200.388350	200.357422	29.457857	22.366142	5.964305	5.798630	-0.165675	0.438676	153.346952	200.214371	18.937786	100.813316	17.695965	4.721741	-0.372293	19.793183
20.000000	200.388350	200.529083	29.483095	19.383991	5.881467	5.384442	-0.165675	0.437425	154.533994	200.557693	18.936653	100.813316	18.937786	4.721741	-0.370597	19.793183
21.000000	200.388350	200.242981	29.441031	22.664358	5.964305	6.212818	-0.248513	0.407167	150.747605	200.328812	18.938921	100.896156	17.695965	4.721741	-0.398703	19.793183
22.000000	200.388350	200.414642	29.466270	22.067928	6.047143	5.798630	-0.248513	0.406877	154.528715	200.328812	18.006420	100.813316	18.938921	4.804579	-0.378470	19.793183
23.000000	200.388350	200.614914	29.495715	18.787560	5.881467	6.295655	-0.165675	0.500772	154.773780	200.643524	17.697023	100.813316	18.938921	5.053092	-0.377444	19.793183
24.000000	200.388350	200.242981	29.441031	22.366142	6.129980	6.295655	-0.165675	0.463545	150.040130	200.242981	18.938921	100.896156	17.695965	4.721741	-0.371074	19.793183
25.000000	200.388350	200.271591	29.445237	22.962574	6.212818	5.467279	-0.248513	0.424684	153.342996	200.357422	18.936653	100.896156	17.694906	4.721741	-0.397090	19.793183
26.000000	200.388350	200.500473	29.478889	19.085775	5.964305	5.881467	-0.248513	0.475054	155.004323	200.700745	18.006420	100.896156	18.936653	5.053092	-0.396750	19.793183
27.000000	200.388350	200.328812	29.453650	22.366142	6.212818	6.461330	-0.165675	0.476616	151.694860	200.214371	18.006420	100.813316	18.937786	5.053092	-0.397057	19.793183
28.000000	200.388350	200.271591	29.445237	23.559004	6.129980	5.964305	-0.248513	0.451531	152.635522	200.185760	18.006420	100.813316	18.005342	4.804579	-0.398476	19.793183
29.000000	200.388350	200.500473	29.478889	19.085775	6.129980	6.047143	-0.248513	0.488252	155.004323	200.729355	18.006420	100.813316	18.006420	4.804579	-0.396320	19.793183
30.000000	200.388350	200.328812	29.453650	22.664358	6.212818	6.627006	-0.165675	0.500343	151.694860	200.214371	18.627331	100.896156	18.006420	4.804579	-0.377422	19.793183
31.000000	200.388350	200.328812	29.453650	21.471497	6.212818	5.964305	-0.165675	0.412842	153.109809	200.214371	18.626217	100.896156	18.627331	4.804579	-0.378847	19.793183
32.000000	200.388350	200.386032	29.462063	21.173283	6.129980	6.047143	-0.248513	0.481443	153.584096	200.614914	18.627331	100.896156	18.627331	4.970254	-0.376882	19.793183
33.000000	200.388350	200.300201	29.449444	23.559004	6.212818	6.709843	-0.165675	0.506959	152.401015	200.099930	18.628447	100.813316	18.627331	4.970254	-0.390883	19.793183
34.000000	200.388350	200.386032	29.462063	21.471497	6.212818	5.964305	-0.165675	0.425170	153.819921	200.242981	18.627331	100.813316	18.627331	4.970254	-0.391497	19.793183
35.000000	200.388350	200.386032	29.462063	20.576851	6.129980	6.047143	-0.248513	0.456237	153.112447	200.643524	18.315779	100.896156	18.627331	4.970254	-0.389990	19.793183
36.000000	200.388350	200.214371	29.436824	23.559004	6.295655	6.709843	-0.165675	0.413903	151.689586	200.128540	18.316875	100.813316	18.627331	4.970254	-0.392836	19.793183
37.000000	200.388350	200.471863	29.474683	20.875067	6.212818	5.964305	-0.248513	0.469071	155.238828	200.386032	18.316875	100.896156	18.317972	4.887416	-0.390102	19.793183
38.000000	200.388350	200.414642	29.466270	19.383991	6.129980	6.212818	-0.165675	0.513145	152.642116	200.672134	18.938921	100.896156	18.316875	4.887416	-0.383490	19.793183
39.000000	200.388350	200.214371	29.436824	23.559004	6.295655	6.544168	-0.248513	0.476276	151.453761	200.271591	18.937786	100.896156	18.937786	4.887416	-0.385050	19.793183
40.000000	200.388350	200.500473	29.478889	22.664358	6.212818	5.715792	-0.248513	0.443547	155.475973	200.414642	18.007498	100.813316	18.938921	5.053092	-0.384094	19.793183
41.000000	200.388350	200.300201	29.449444	20.875067	6.129980	6.544168	-0.165675	0.493665	151.457716	200.529083	18.006420	100.896156	18.937786	5.053092	-0.395979	19.793183
42.000000	200.388350	200.242981	29.441031	22.962574	6.295655	6.129980	-0.248513	0.463346	152.634203	200.157150	17.697023	100.896156	18.938921	5.053092	-0.398135	19.793183
43.000000	200.388350	200.414642	29.466270	22.962574	6.295655	5.715792	-0.165675	0.432409	154.528715	200.414642	18.937786	100.813316	18.006420	4.804579	-0.378986	19.793183
44.000000	200.388350	200.586304	29.491508	20.278637	6.047143	5.632955	-0.248513	0.505801	154.536634	200.471863	18.938921	100.813316	18.007498	4.804579	-0.376258	19.793183
45.000000	200.388350	200.242981	29.441031	24.453650	6.295655	6.378493	-0.248513	0.444752	150.275955	200.071320	17.695965	100.813316	18.937786	5.053092	-0.379009	19.793183
46.000000	200.388350	200.529083	29.483095	22.067928	6.129980	5.301604	-0.165675	0.455715	155.477293	200.557693	18.006420	100.896156	18.006420	5.053092	-0.398589	19.793183
47.000000	200.388350	200.471863	29.474683	21.769712	6.129980	6.047143	-0.165675	0.500414	152.644755	200.672134	17.695965	100.896156	17.695965	4.721741	-0.396320	19.793183
48.000000	200.388350	200.328812	29.453650	23.559004	6.295655	6.129980	-0.248513	0.406819	151.930684	200.185760	18.937786	100.896156	17.697023	4.721741	-0.371392	19.793183
49.000000	200.388350	200.557693	29.487302	21.173283	6.129980	5.550117	-0.248513	0.493595	155.006964	200.643524	18.937786	100.896156	18.937786	4.721741	-0.371997	19.793183
50.000000	200.388350	200.500473	29.478889	21.471497	6.129980	6.958355	-0.165675	0.482956	152.646075	200.729355	18.005342	100.896156	18.937786	5.053092	-0.369960	19.793183
51.000000	200.388350	200.357422	29.457857	24.453650	6.295655	6.295655	-0.165675	0.438175	151.932003	200.099930	18.005342	100.813316	18.936653	5.053092	-0.398225	19.793183
52.000000	200.388350	200.414642	29.466270	22.664358	6.295655	5.715792	-0.248513	0.468401	153.585415	200.386032	18.007498	100.813316	18.937786	5.053092	-0.370513	19.793183
53.000000	200.388350	200.328812	29.453650	23.559004	6.212818	6.709843	-0.165675	0.470345	152.402334	200.643524	18.007498	100.896156	18.940054	5.053092	-0.372103	19.793183
54.000000	200.388350	200.357422	29.457857	23.857220	6.295655	6.129980	-0.165675	0.438113	153.346952	200.185760	18.628447	100.896156	18.007498	4.804579	-0.398249	19.793183
55.000000	200.388350	200.386032	29.462063	16.401838	5.964305	-2.567965	-0.331350	-0.195988	153.348271	200.414642	12.418221	100.813316	12.418964	3.313503	0.033201	0.000000
56.000000	200.388350	200.729355	29.512541	5.367874	1.739589	1.242563	-0.165675	0.286464	155.958188	200.729355	-1.241822	100.730484	-0.310456	-0.082838	0.006513	0.000000
57.000000	200.388350	200.071320	29.415792	12.525040	2.402289	3.313503	-0.165675	0.112979	147.673976	200.099930	-1.241896	100.730484	-1.241896	-0.082838	0.006521	0.000000
58.000000	200.388350	200.500473	29.478889	7.157166	2.402289	35.785828	-0.082838	1.982387	156.655097	200.357422	-1.241822	100.730484	-1.241822	27.170721	-2.078679	0.000000
