Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	TorqueEst. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref
0.000000	0.000000	0.000000	0.000000	-0.894646	0.000000	-0.248513	-0.165675	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
1.000000	0.000000	0.000000	0.000000	-0.894646	0.000000	-0.248513	-0.248513	0.000000	0.000000	-0.000000	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
2.000000	2.330097	-0.028610	-0.004206	1.192861	0.000000	0.331350	-0.165675	0.002173	-0.235825	-0.000000	-0.000019	0.082838	0.000000	0.000000	0.000000	0.000000
3.000000	48.932039	2.059936	0.302865	9.244673	0.662701	40.507568	-0.082838	0.500258	165.708442	1.945495	-0.000019	0.000000	-0.000019	-0.082838	0.000000	0.000000
4.000000	48.932039	53.386684	7.849259	-46.223362	15.739138	-12.839823	-0.165675	-0.077555	571.890358	48.894878	-0.000019	0.000000	-0.000019	-0.082838	0.000000	0.000000
5.000000	48.932039	46.377178	6.818676	10.735748	7.786731	8.366594	-0.165675	0.166042	90.963111	46.291348	-0.000019	0.000000	-0.000019	-0.082838	0.000000	0.000000
6.000000	181.747573	50.439831	7.415993	-8.350027	4.390391	114.398682	0.828376	5.456223	182.272572	48.980709	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
7.000000	200.388350	183.076843	26.917153	146.721893	41.087433	-24.519920	0.165675	-0.038583	1245.632603	181.360229	0.000000	0.165675	-0.000019	-0.082838	0.000000	0.000000
8.000000	200.388350	196.666702	28.915223	24.751865	12.839823	-11.597260	-0.248513	0.219177	264.959341	196.237549	-0.000019	0.082838	-0.000019	0.000000	0.000000	0.000000
9.000000	200.388350	200.586304	29.491508	-23.260788	6.958355	6.212818	-0.082838	0.456608	185.429687	202.531799	-0.000037	0.165675	-0.000037	-0.165675	0.000001	0.000000
10.000000	200.388350	199.127182	29.276979	14.016116	4.141878	4.887416	-0.248513	0.373536	141.027519	199.098572	-0.000019	0.082838	-0.000019	-0.082838	0.000000	0.000000
11.000000	200.388350	50.954815	7.491710	540.067810	131.628891	149.521805	-0.082838	0.635057	-1072.545208	108.547203	969.430298	360.840454	712.901611	257.376312	1.999620	0.000000
12.000000	200.388350	0.171661	0.025239	538.874939	148.859100	149.687485	-0.165675	-0.017750	-418.589036	0.085831	679.496094	228.383179	681.817688	192.431671	-0.012229	0.000000
13.000000	200.388350	-0.085831	-0.012619	538.874939	149.604645	149.604645	-0.165675	-0.024204	-2.122422	-0.000000	676.604980	210.324585	676.973755	181.497116	0.034265	0.000000
14.000000	200.388350	189.170822	27.813130	137.477219	48.708488	27.916260	-0.579863	2.410901	1712.590922	202.302917	0.000000	105.866409	0.000000	0.000000	-0.014774	0.000000
15.000000	200.388350	205.106720	30.156129	-34.592968	15.490625	-9.609158	0.000000	1.137217	284.687102	205.392822	-0.620614	100.896156	-0.930921	-0.248513	0.018467	0.000000
16.000000	200.388350	198.669418	29.209675	38.767982	7.289706	3.976203	-0.248513	0.366358	99.973049	198.211655	-0.620800	100.730484	-0.620800	-0.082838	0.006718	0.000000
17.000000	200.388350	200.929626	29.541986	-1.192861	2.982152	2.485127	-0.248513	0.370532	171.767706	200.700745	-1.552185	100.730484	-1.552185	-0.082838	0.006443	0.000000
