Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	Torque Est. 	I           	I_q         	I_d         	Power   	Torque SetPoints
0.000000	0.000000	0.000000	0.000000	-0.894646	0.000000	-0.248513	-0.248513	0.000000	58.860000
1.000000	0.000000	0.000000	0.000000	-0.596430	0.000000	-0.248513	-0.248513	0.000003	58.860000
2.000000	0.000000	-0.028610	-0.002696	-0.894646	0.000000	-0.248513	-0.248513	0.000003	58.794459
3.000000	0.000000	0.000000	0.000000	-0.894646	0.000000	-0.331350	-0.248513	-0.000039	58.860000
4.000000	0.000000	0.000000	0.000000	-0.596430	0.000000	-0.165675	-0.248513	0.000000	58.860000
5.000000	0.000000	-0.028610	-0.002696	-0.596430	0.000000	-0.248513	-0.248513	0.000000	58.794459
6.000000	0.000000	-0.028610	-0.002696	-0.596430	0.000000	-0.165675	-0.248513	0.000000	58.794459
7.000000	0.000000	0.000000	0.000000	-0.596430	0.000000	-0.165675	-0.248513	0.000002	58.860000
8.000000	0.000000	-0.028610	-0.002696	-0.596430	0.000000	-0.165675	-0.165675	0.000002	58.794459
9.000000	0.000000	-0.028610	-0.002696	-0.596430	0.000000	-0.165675	-0.248513	0.000000	58.794459
10.000000	0.000000	0.000000	0.000000	-0.596430	0.000000	-0.165675	-0.165675	0.000000	58.860000
11.000000	0.000000	-0.028610	-0.002696	-0.596430	0.000000	-0.165675	-0.248513	0.000000	58.794459
12.000000	0.742723	0.000000	0.000000	-0.596430	0.000000	-0.165675	-0.248513	0.000002	58.860000
13.000000	6.047887	0.772476	0.072804	-1.192861	0.000000	0.828376	-0.165675	-0.000068	60.629617
14.000000	19.098592	6.065368	0.571647	11.630394	3.230665	-4.059041	-0.248513	0.000239	72.754770
15.000000	35.014085	18.854139	1.776961	18.191130	4.556066	-5.384442	-0.165675	0.003502	102.051762
16.000000	46.367137	33.874508	3.192597	-11.332179	5.715792	1.242563	-0.248513	0.033992	136.460979
17.000000	59.736152	46.863552	4.416786	7.157166	3.727690	-2.236614	-0.165675	0.087580	166.216764
18.000000	76.712678	60.367580	5.689510	9.542888	5.053092	5.798630	-0.165675	-0.052134	197.152293
19.000000	91.991552	78.449242	7.393667	29.523310	6.129980	-0.662701	-0.248513	0.141036	238.574433
20.000000	97.296716	93.584053	8.820089	-1.192861	6.129980	-1.242563	-0.248513	-0.163679	273.245820
21.000000	99.418782	97.017281	9.143663	5.666090	0.745538	0.165675	-0.165675	0.076079	281.110785
22.000000	100.055402	99.849693	9.410612	-2.385722	1.076888	2.733640	-0.248513	0.000000	287.599382
23.000000	101.859158	99.706642	9.397130	9.841103	0.911213	-0.165675	-0.165675	0.064938	287.271675
24.000000	102.920190	102.052681	9.618239	0.298215	0.414188	2.236614	-0.248513	0.015828	292.646067
25.000000	108.968078	102.939598	9.701829	6.560735	0.745538	0.248513	-0.165675	0.086556	294.677850
26.000000	112.787796	109.605782	10.330102	2.982152	2.650802	4.473228	-0.248513	-0.063829	309.948990
27.000000	120.639440	113.124840	10.661765	10.735748	1.325401	1.076888	-0.165675	0.087180	318.010580
28.000000	129.446013	121.536247	11.454521	0.298215	3.313503	0.579863	-0.331350	-0.097033	337.279744
29.000000	138.252586	128.889069	12.147509	17.594700	3.147828	2.402289	-0.248513	0.075152	354.123860
30.000000	146.104229	139.303192	13.129017	-7.455381	2.982152	3.396340	-0.248513	-0.082605	377.980920
31.000000	150.348361	145.368561	13.700664	22.366142	3.893366	-3.479178	-0.248513	0.124635	391.875692
32.000000	153.107046	150.604233	14.194115	3.578583	0.911213	2.153777	-0.248513	0.032904	403.869763
33.000000	155.229112	153.350815	14.452974	6.262520	1.822426	0.579863	-0.165675	0.161489	410.161735
34.000000	157.032868	155.296310	14.636332	4.473228	0.497025	1.739589	-0.165675	0.063035	414.618549
35.000000	157.351178	157.442078	14.838566	8.648242	1.076888	2.402289	-0.248513	0.058454	419.534152
36.000000	156.290145	157.155975	14.811602	8.051811	0.662701	0.828376	-0.165675	0.117595	418.878738
37.000000	150.984980	156.297668	14.730708	2.982152	0.662701	0.745538	-0.165675	0.107933	416.912497
38.000000	141.117375	150.146469	14.150971	12.823256	1.739589	0.331350	-0.165675	0.225669	402.821101
39.000000	130.825355	142.192825	13.401358	-16.103622	4.390391	6.875518	-0.331350	-0.173226	384.600599
40.000000	122.337092	128.602966	12.120544	13.121470	7.124031	3.230665	-0.165675	-0.215851	353.468446
41.000000	114.273242	123.710625	11.659452	-2.982152	4.556066	0.497025	-0.165675	0.174649	342.260888
42.000000	102.601881	113.525383	10.699515	-5.964305	6.047143	7.124031	-0.248513	-0.255966	318.928159
43.000000	88.808453	100.708000	9.491505	24.453650	5.550117	-5.632955	-0.165675	0.298465	289.565623
44.000000	78.516434	89.349739	8.421015	-23.260788	7.124031	10.271858	-0.248513	-0.231668	263.545697
45.000000	73.953993	76.332085	7.194129	12.226825	7.289706	2.899315	-0.165675	-0.137563	233.724371
46.000000	72.150237	75.016014	7.070093	-10.437533	2.899315	4.059041	-0.331350	-0.044709	230.709468
47.000000	68.967138	71.039192	6.695286	17.594700	2.650802	-2.485127	-0.248513	0.098505	221.599217
48.000000	65.041316	69.551460	6.555071	-8.946457	2.485127	-0.248513	-0.248513	0.020103	218.191065
49.000000	62.919250	64.802162	6.107460	6.262520	0.331350	0.331350	-0.165675	0.038366	207.311197
50.000000	62.919250	62.799450	5.918709	-0.596430	1.076888	3.147828	-0.165675	0.056514	202.723310
51.000000	61.539908	63.571926	5.991513	-6.262520	1.408239	3.313503	-0.248513	-0.026718	204.492927
52.000000	55.492020	60.653683	5.716475	12.226825	1.656751	-1.159726	-0.165675	0.089151	197.807706
53.000000	46.367137	56.247707	5.301222	-10.139318	2.982152	0.579863	-0.082838	0.003626	187.714335
54.000000	42.759626	47.578808	4.484197	-12.823256	3.147828	2.402289	-0.165675	-0.024202	167.855298
55.000000	42.441316	42.572018	4.012318	7.455381	0.497025	1.159726	-0.248513	0.011660	156.385557
56.000000	42.441316	42.514797	4.006925	-2.385722	0.828376	-0.911213	-0.165675	0.022287	156.254475
57.000000	42.441316	43.172832	4.068944	-6.262520	1.408239	2.733640	-0.165675	-0.021844	157.761926
58.000000	43.502349	41.456219	3.907157	13.419685	1.822426	-1.408239	-0.165675	0.052824	153.829444
59.000000	44.563381	43.573376	4.106694	-4.771444	1.822426	3.976203	-0.165675	0.031863	158.679505
60.000000	51.990612	44.431683	4.187587	11.928610	2.485127	-2.402289	-0.082838	-0.001300	160.645747
61.000000	54.112677	52.614208	4.958772	-12.525040	2.733640	4.804579	-0.248513	-0.048360	179.390580
62.000000	56.234743	53.529736	5.045059	16.103622	2.650802	-2.816477	-0.165675	0.083114	181.487904
63.000000	57.295776	57.220455	5.392901	-8.648242	2.236614	3.230665	-0.248513	-0.028834	189.942741
64.000000	60.478875	56.648251	5.338972	-0.894646	1.988102	0.579863	-0.248513	0.046510	188.631914
65.000000	62.919250	60.796734	5.729957	-2.087507	0.579863	2.567965	-0.248513	0.009632	198.135413
66.000000	63.980283	63.028332	5.940280	8.350027	1.905264	-1.159726	-0.331350	-0.018986	203.247641
67.000000	65.041316	63.371655	5.972638	10.735748	0.994051	-0.911213	-0.248513	0.047038	204.034137
68.000000	71.831927	65.860741	6.207229	-5.367874	1.656751	3.313503	-0.165675	-0.038807	209.736228
69.000000	82.017842	70.695869	6.662929	20.875067	3.147828	0.165675	-0.165675	0.088174	220.812720
70.000000	93.689204	83.570473	7.876331	-14.612547	4.307553	3.810528	-0.248513	0.002430	250.306339
71.000000	105.360566	93.641273	8.825482	16.700054	4.473228	-3.396340	-0.248513	-0.022380	273.376903
72.000000	115.334275	105.857841	9.976867	-14.612547	3.810528	5.218767	-0.331350	-0.076831	301.363070
73.000000	121.700473	115.699760	10.904446	13.121470	4.638904	-2.650802	-0.082838	-0.073100	323.909303
74.000000	125.520191	122.451775	11.540808	-4.771444	1.905264	2.816477	-0.165675	-0.038276	339.377068
75.000000	128.703290	126.228325	11.896739	2.385722	2.816477	0.331350	-0.165675	0.143077	348.028529
76.000000	132.310802	128.889069	12.147509	3.876798	0.579863	2.153777	-0.248513	0.028088	354.123860
77.000000	136.130520	132.179245	12.457600	9.841103	1.408239	2.402289	-0.248513	0.049094	361.661118
78.000000	138.995309	136.642441	12.878247	0.000000	1.408239	2.319452	-0.248513	0.050488	371.885572
79.000000	139.738032	139.131531	13.112838	6.560735	1.325401	0.579863	-0.248513	0.017258	377.587672
80.000000	137.934276	139.560684	13.153285	6.560735	0.579863	0.911213	-0.165675	0.108959	378.570793
81.000000	136.130520	137.529358	12.961837	7.455381	0.994051	1.408239	-0.165675	0.151041	373.917355
82.000000	131.886388	136.127457	12.829711	3.578583	0.497025	0.745538	-0.248513	0.089649	370.705828
83.000000	130.825355	131.349548	12.379403	7.753596	1.325401	1.325401	-0.248513	0.037464	359.760418
84.000000	129.764323	131.006226	12.347046	2.683937	0.414188	1.656751	-0.248513	0.053186	358.973922
85.000000	127.005637	129.775986	12.231099	2.683937	0.414188	2.153777	-0.248513	0.020264	356.155642
86.000000	124.883571	127.115242	11.980329	7.157166	1.325401	0.414188	-0.165675	0.122257	350.060312
87.000000	122.337092	124.368660	11.721470	7.753596	1.242563	1.159726	-0.165675	0.039393	343.768340
88.000000	120.957750	122.022621	11.500361	8.946457	0.662701	0.248513	-0.165675	0.092249	338.393947
89.000000	112.787796	120.735161	11.379021	8.350027	0.579863	0.331350	-0.165675	0.094752	335.444585
90.000000	96.553993	111.780159	10.535032	2.982152	4.141878	3.810528	-0.165675	-0.129657	314.930135
91.000000	77.773711	94.957344	8.949519	35.487614	6.212818	-6.792680	-0.165675	0.224438	276.391806
92.000000	60.160565	78.220360	7.372095	-23.559004	7.538218	10.023346	-0.165675	0.018575	238.050102
93.000000	50.186856	60.338970	5.686814	-14.910762	5.632955	8.118081	-0.248513	0.030945	197.086751
94.000000	42.441316	49.753185	4.689127	15.208978	2.733640	-2.733640	-0.165675	0.085591	172.836443
95.000000	32.149297	43.058392	4.058158	-16.700054	4.638904	7.041193	-0.248513	0.001479	157.499761
96.000000	20.477935	31.328199	2.952613	1.192861	3.727690	-4.224716	-0.165675	0.059657	130.627801
97.000000	12.732395	19.483564	1.836283	-0.298215	4.556066	4.141878	-0.165675	0.037432	103.493672
98.000000	7.745540	12.016295	1.132509	8.648242	1.739589	-1.905264	-0.082838	0.012796	86.387375
99.000000	0.000000	6.752014	0.636362	12.226825	2.153777	-0.911213	-0.248513	0.009644	74.327763
100.000000	0.000000	0.400543	0.037750	-7.455381	1.491076	1.739589	-0.165675	-0.000295	59.777579
101.000000	0.000000	-0.028610	-0.002696	0.298215	0.082838	0.082838	-0.165675	-0.000001	58.794459
