0	0.0 
1	0.0 
2	0.0 
3	0.0 
4	0.0 
5	0.0 
6	0.0 
7	0.0 
8	0.0 
9	0.0 
10	0.0 
11	0.0 
12	0.2 
13	1.7 
14	5.4 
15	9.9 
16	13.1 
17	16.9 
18	21.7 
19	26.0 
20	27.5 
21	28.1 
22	28.3 
23	28.8 
24	29.1 
25	30.8 
26	31.9 
27	34.1 
28	36.6 
29	39.1 
30	41.3 
31	42.5 
32	43.3 
33	43.9 
34	44.4 
35	44.5 
36	44.2 
37	42.7 
38	39.9 
39	37.0 
40	34.6 
41	32.3 
42	29.0 
43	25.1 
44	22.2 
45	20.9 
46	20.4 
47	19.5 
48	18.4 
49	17.8 
50	17.8 
51	17.4 
52	15.7 
53	13.1 
54	12.1 
55	12.0 
56	12.0 
57	12.0 
58	12.3 
59	12.6 
60	14.7 
61	15.3 
62	15.9 
63	16.2 
64	17.1 
65	17.8 
66	18.1 
67	18.4 
68	20.3 
69	23.2 
70	26.5 
71	29.8 
72	32.6 
73	34.4 
74	35.5 
75	36.4 
76	37.4 
77	38.5 
78	39.3 
79	39.5 
80	39.0 
81	38.5 
82	37.3 
83	37.0 
84	36.7 
85	35.9 
86	35.3 
87	34.6 
88	34.2 
89	31.9 
90	27.3 
91	22.0 
92	17.0 
93	14.2 
94	12.0 
95	9.1 
96	5.8 
97	3.6 
98	2.2 
99	0.0 
100	0.0 
101	0.00 
102	0.00 
103	0.00 
104	0.00 
105	0.00 
106	0.00 
107	0.00 
108	0.00 
109	0.00 
110	0.00 
111	0.00 
112	0.00 
113	0.00 
114	0.00 
115	0.00 
116	0.00 
117	0.00 
118	0.00 
119	0.00 
120	0.00 
121	0.00 
122	0.00 
123	0.00 
124	0.00 
125	0.00 
126	0.00 
127	0.00 
128	0.00 
129	0.00 
130	0.00 
131	0.00 
132	0.00 
133	0.00 
134	0.00 
135	0.00 
136	0.00 
137	0.00 
138	0.10 
139	0.95 
140	3.05 
141	5.85 
142	8.20 
143	9.45 
144	9.95 
145	10.40 
146	11.40 
147	12.70 
148	13.85 
149	14.60 
150	14.90 
151	14.70 
152	13.60 
153	11.30 
154	8.65 
155	6.65 
156	6.00 
157	6.30 
158	7.05 
159	8.60 
160	10.05 
161	11.70 
162	12.75 
163	13.80 
164	14.75 
165	15.55 
166	16.05 
167	16.60 
168	17.60 
169	18.60 
170	19.00 
171	18.70 
172	17.55 
173	15.50 
174	13.55 
175	12.65 
176	12.55 
177	12.95 
178	13.90 
179	14.60 
180	14.80 
181	14.75 
182	14.60 
183	14.15 
184	13.05 
185	11.80 
186	10.50 
187	9.45 
188	8.55 
189	7.85 
190	7.25 
191	6.85 
192	6.45 
193	6.25 
194	6.10 
195	6.00 
196	6.00 
197	6.00 
198	6.00 
199	6.25 
200	6.50 
201	7.00 
202	7.50 
203	8.25 
204	9.50 
205	10.60 
206	11.90 
207	13.45 
208	14.80 
209	16.00 
210	17.60 
211	18.75 
212	19.60 
213	20.25 
214	20.80 
215	21.55 
216	22.50 
217	23.55 
218	24.50 
219	25.30 
220	25.90 
221	26.35 
222	26.55 
223	26.75 
224	26.90 
225	27.10 
226	27.40 
227	27.65 
228	27.90 
229	28.10 
230	28.25 
231	28.25 
232	28.10 
233	27.45 
234	26.45 
235	25.50 
236	24.90 
237	24.60 
238	24.20 
239	23.45 
240	22.15 
241	20.75 
242	19.75 
243	18.50 
244	17.30 
245	16.15 
246	14.50 
247	12.55 
248	11.10 
249	10.45 
250	10.20 
251	9.75 
252	9.20 
253	8.90 
254	8.90 
255	8.70 
256	7.85 
257	7.25 
258	7.70 
259	8.95 
260	10.30 
261	11.60 
262	12.85 
263	14.35 
264	16.25 
265	18.05 
266	19.50 
267	20.40 
268	21.45 
269	22.20 
270	22.95 
271	23.00 
272	22.80 
273	22.65 
274	21.85 
275	20.40 
276	19.00 
277	17.20 
278	15.45 
279	12.75 
280	10.70 
281	10.10 
282	11.45 
283	13.30 
284	15.10 
285	17.05 
286	18.70 
287	20.35 
288	22.00 
289	23.65 
290	24.60 
291	24.90 
292	24.60 
293	24.05 
294	23.65 
295	23.40 
296	23.35 
297	23.40 
298	23.55 
299	23.65 
300	23.65 
301	23.55 
302	23.30 
303	22.90 
304	22.40 
305	21.65 
306	20.90 
307	20.40 
308	20.15 
309	20.05 
310	19.85 
311	19.60 
312	19.25 
313	18.70 
314	18.00 
315	17.20 
316	16.50 
317	15.85 
318	15.00 
319	14.00 
320	13.05 
321	12.80 
322	12.45 
323	12.45 
324	12.15 
325	11.95 
326	11.95 
327	11.80 
328	11.65 
329	10.25 
330	8.75 
331	8.45 
332	8.35 
333	7.95 
334	7.80 
335	7.50 
336	7.25 
337	7.15 
338	7.25 
339	7.70 
340	8.90 
341	10.55 
342	12.05 
343	12.50 
344	12.65 
345	12.75 
346	13.20 
347	13.30 
348	13.55 
349	13.85 
350	14.05 
351	14.10 
352	14.05 
353	14.00 
354	13.95 
355	13.95 
356	14.05 
357	14.10 
358	14.00 
359	13.45 
360	12.50 
361	11.60 
362	10.95 
363	10.55 
364	10.35 
365	10.35 
366	10.40 
367	10.60 
368	11.05 
369	11.75 
370	12.15 
371	12.25 
372	11.90 
373	10.65 
374	8.85 
375	7.20 
376	5.95 
377	5.10 
378	4.45 
379	4.00 
380	3.60 
381	3.05 
382	2.45 
383	1.85 
384	1.15 
385	0.45 
386	0.00 
387	0.00 
388	0.00 
389	0.00 
390	0.00 
391	0.00 
392	0.25 
393	1.05 
394	2.40 
395	4.15 
396	6.15 
397	8.30 
398	10.45 
399	12.10 
400	12.80 
401	12.80 
402	12.45 
403	11.65 
404	10.80 
405	10.10 
406	9.35 
407	8.50 
408	7.65 
409	7.10 
410	6.95 
411	7.00 
412	7.10 
413	7.25 
414	7.45 
415	7.95 
416	8.70 
417	9.35 
418	9.55 
419	9.40 
420	8.80 
421	8.30 
422	8.10 
423	8.20 
424	8.60 
425	9.55 
426	11.30 
427	13.70 
428	15.80 
429	16.70 
430	16.75 
431	16.40 
432	15.95 
433	15.65 
434	15.55 
435	15.30 
436	14.60 
437	13.35 
438	11.50 
439	9.10 
440	6.45 
441	3.85 
442	1.90 
443	0.65 
444	0.10 
445	0.00 
446	0.00 
447	0.00 
448	0.00 
449	0.00 
450	0.00 
451	0.00 
452	0.00 
453	0.00 
454	0.00 
455	0.00 
456	0.00 
457	0.00 
458	0.00 
459	0.00 
460	0.00 
461	0.00 
462	0.00 
463	0.00 
464	0.00 
465	0.00 
466	0.00 
467	0.00 
468	0.00 
469	0.00 
470	0.00 
471	0.00 
472	0.00 
473	0.00 
474	0.00 
475	0.00 
476	0.00 
477	0.00 
478	0.00 
479	0.00 
480	0.00 
481	0.00 
482	0.00 
483	0.00 
484	0.00 
485	0.00 
486	0.00 
487	0.00 
488	0.00 
489	0.00 
490	0.00 
